logFC	AveExpr	t	P.Value	adj.P.Val	B	BC_Het_82_d25_1	BC_Het_82_d25_2	BC_Het_82_d25_3	BC_WT_d25_1	BC_WT_d25_2	BC_WT_d25_3
LINC00242	1.56085090130436	9.69824049444751	4.04097815406389	0.00105120843995743	0.0412803035249173	-0.943622537561971	8.87303446250884	9.14545654084434	8.73495412803282	10.1025626123147	11.3711061161312	9.96232910685316
KRTAP21-1	1.35501690595436	7.76481299128664	4.03547694027488	0.00106307139797647	0.0416654076154683	-0.954686542146765	6.9224343501786	7.14480269719416	7.19467656755562	8.71329711583574	7.91118260477519	8.70248461218052
TFPI	1.28591360969617	9.86517051018762	4.03385754109969	0.00106658934122995	0.0417225865276883	-0.957943660989914	9.2762766249404	8.8912715822803	9.49909290879789	10.6303404485534	10.4201259018792	10.4739155946745
RFPL4B	1.31913071819528	5.43778742263085	4.0283586158106	0.0010786235229295	0.0421120393932959	-0.969004370177632	4.72747702469568	4.56120062740446	5.04598853849948	6.44997205714409	5.79397178171332	6.04811450632805
CTSL2	1.94461113372341	9.61556116470456	4.0258482456944	0.00108416310719932	0.0421978002365258	-0.974054135789348	8.73612725277725	8.66903885799577	8.52460068275555	9.96983326983558	12.0377575560735	9.7560093687897
LOC81691	-1.34748310965928	6.79412569515429	-4.02547683467132	0.00108498514155011	0.0421978002365258	-0.974801269499855	7.74549947771662	7.01462697137214	7.64347530086303	6.40978291254626	5.90325500209965	6.04811450632805
FLJ45831	-1.26362261375687	7.47100478469173	-4.02099371929611	0.00109495755503983	0.0424771220260856	-0.983819893461972	8.09228932680134	7.87336648867215	8.34279245923702	6.92545768229534	6.91118725552378	6.68093549562078
lincRNA:chr4:16239127-16289577_F	-1.29471355553465	9.63981787905163	-4.01944773870488	0.00109841802469933	0.0424771220260856	-0.986930070557705	10.0183627301004	10.5471147574074	10.2960464829491	9.10017157100007	8.7104862713199	9.16672546153295
EDA	1.22391789949658	9.92025782042426	4.01902017990753	0.00109937701550168	0.0424771220260856	-0.987790239293443	9.28156744777451	9.3282176074523	9.3151115568011	10.4855648324842	10.4958283539685	10.6152571240649
lincRNA:chr3:58606885-58616610_F	-1.54211687957363	4.05638645344327	-4.01849675225944	0.00110055219186176	0.0424771220260856	-0.98884328614854	4.25880201935334	5.59621289822572	4.6273197621112	3.13293528723429	3.00176455227812	3.72128420145696
lincRNA:chr2:216484829-216487449_F	1.32105204319702	8.47281865261554	4.01437238044889	0.00110985676088599	0.0427386174821091	-0.997141116043714	7.71474147599286	8.0479071353854	7.67422928167282	8.8301639383749	9.55169258971853	9.01817749454871
IGSF21	-1.52718186154676	10.884478896189	-4.01362748084979	0.00111154574411842	0.0427386174821091	-0.998639836962737	11.6391633768937	11.8359308639261	11.4691152400672	10.661285720397	9.26492607569209	10.4364521001576
KLB	-1.31610665506699	7.37934979488664	-4.0123047919416	0.00111455123568838	0.0427730145620333	-1.00130109881748	8.19100339492367	7.83320615432236	8.08799981801437	6.78947684691351	7.05708942800542	6.31732312714049
XLOC_l2_015098	-1.35109283442186	9.20767317618695	-4.01111213519773	0.00111726833049505	0.0427962347463539	-1.00370078076905	9.91378255299317	10.0628248737819	9.67305135341859	8.87881359035002	8.0242868471447	8.69327983943334
SPESP1	-2.09615911499813	5.27393934670951	-4.00922291218168	0.00112158609688294	0.0428805643040358	-1.0075020757936	4.94129375194387	7.71722271973341	6.30754024094845	4.369812787405	4.48789271183719	3.81987386838915
GAL	-1.38816511619438	11.6915081850667	-4.00418127030491	0.0011331916970688	0.0432426805229853	-1.01764686147832	12.4223575712157	12.1527751127418	12.5816395455342	11.1345324940198	10.4230150993435	11.4347292875452
TPPP3	-1.3159890754555	9.54001191851142	-4.00182602671261	0.00113865502950492	0.0433694865843199	-1.02238633885551	10.2529302849001	10.2000073367927	10.1410817470247	9.23822530640958	8.41736606982339	8.99046076611806
LOC255167	-1.6272855271069	6.92936261715534	-3.99742882078705	0.00114892661692906	0.0436786117051287	-1.03123530922626	7.70761099684047	7.97447025756952	7.54693488771636	7.02267365079498	5.25032783129394	6.07415807871674
A_33_P3386487	-1.88416342447272	9.59877588810225	-3.99221761274217	0.00116122145128779	0.0440510744034061	-1.04172310338108	10.2723495046824	11.627627872321	9.72259542401239	8.96036625631806	7.83453238805709	9.17518388322251
NTS	2.03491896405301	10.055094719632	3.99143816545056	0.00116307184552249	0.0440510744034061	-1.04329184275464	9.56197411460669	8.13902233820437	9.41190926000552	10.6060999818409	12.3673335653881	10.2442290577466
CRYBA2	-1.47950468797573	17.663956644034	-3.99024046048339	0.00116592100658595	0.0440765995456177	-1.04570241344073	18.3533870081273	18.3904129510468	18.4673270048915	17.1583812913625	16.1226113820312	17.4916202267447
lincRNA:chr17:73588906-73598250_F	-1.33073101139713	7.12128607554009	-3.98805911362837	0.00117112830506516	0.0441910108855405	-1.0500928216025	7.35755883086435	8.20059594310437	7.80179996974724	6.5522693179196	6.22917707155908	6.58631532004592
MS4A8B	1.67382193270723	8.05858535959944	3.98708683734554	0.0011734569113291	0.0441965750822706	-1.05204976953154	7.74105080986993	6.57176441225488	7.35220795761266	9.63903519241602	8.095542401662	8.95191138378115
NOV	1.24892581702214	6.41783832002456	3.98109627275039	0.00118790830451741	0.0446578589507168	-1.06410783998292	5.87265904396112	5.63148595859462	5.87598123198474	7.29861685237119	6.94900317604007	6.87928365719565
PTGER4	-1.60532093314543	7.97911097355592	-3.97397480385116	0.00120532286522022	0.0451708603228786	-1.07844348936735	8.63833481908816	9.02834678644953	8.6786327148482	8.01011101157586	6.27253424151075	7.24670626786301
WDR44	1.24005994026763	9.56527314561392	3.97369485504117	0.00120601270466749	0.0451708603228786	-1.07900705857353	9.00685429732998	8.86948121902449	8.95939401008584	10.3129276629674	9.91807400337155	10.3249076809043
SH2D4A	-1.23175782692193	4.72443186758196	-3.97071568265388	0.00121337871360562	0.0453629019811636	-1.0850046003849	5.23911666912333	5.29596138346866	5.48585429053678	4.15562120762783	3.92068528049349	4.24935237424166
PAGE1	1.26150816997384	4.55387324622064	3.96788279527618	0.00122042533865555	0.0455423179321868	-1.09070785661418	3.75601032238561	3.9417940855808	4.07155307573475	5.41908343601923	4.88311769864494	5.2516808589585
OR8D4	1.31848466717371	4.51072588342369	3.96664551064428	0.00122351600759674	0.0455737221726703	-1.09319885939025	3.93423039370938	3.90185642241791	3.71836383338321	5.63197911516882	4.7563598530271	5.12156568283572
GLS	-1.24072549869389	12.206298123452	-3.96311906303902	0.00123236848428651	0.0457490503454438	-1.10029880067418	12.8338593761664	12.5743326979126	13.0717905443179	11.6387893449959	11.5200686041998	11.5989481731196
ENST00000547786	2.03302147135067	4.57723949677785	3.96297219950917	0.0012327385623359	0.0457490503454438	-1.10059449365477	3.19678188360829	3.00096023683686	4.4844441628624	6.40978291254626	4.29730970609656	6.07415807871674
CD6	-1.32920341108084	6.8527236940734	-3.95998873552842	0.00124028096129287	0.045944813745297	-1.10660147174315	7.42427832131898	7.49795844275526	7.62973943476721	6.54150495600891	5.65474020238274	6.36812080720728
TRIML2	1.33465026050785	5.17903783041046	3.95031297496369	0.00126506529007962	0.0467774050600062	-1.12608433358914	4.10637095322654	4.48789271183719	4.94087443540588	5.84931280798684	6.11691700956372	5.57285906444261
LOC643401	-1.31454555880752	6.41411078652993	-3.94913491484075	0.00126811695432667	0.0468048339626981	-1.12845659290714	7.10264933860449	7.36433549927322	6.74716585992337	6.12848344736282	5.46597992108458	5.67605065293112
lincRNA:chr9:118241254-118292704_R	1.30760499990993	6.76284967091993	3.94796605540793	0.0012711521573876	0.0468315566638999	-1.13081035580207	5.95877783495576	6.04304426180042	6.32531941613872	7.65108930317569	6.95301022329234	7.64585698615666
A_33_P3242814	1.36057964791845	3.98149482375737	3.94543048681391	0.00127776165301593	0.0469463478357216	-1.1359164019391	2.75086341065858	3.38534577966682	3.76740580906903	4.65978621897708	4.86023888352958	4.46532884064313
KIAA1244	-1.60758646647964	10.5140102182094	-3.9449945018382	0.00127890164365189	0.0469463478357216	-1.13679438878899	11.309672442894	11.3684577989918	11.2752801124617	10.3710345771076	8.66751753749686	10.0920988403042
lincRNA:chr2:178145929-178216641_R	-1.38382514767724	8.88800374694544	-3.94213467310462	0.00128640496650981	0.0471363903008831	-1.14255361737571	9.69746541391412	9.9397902159904	9.10249333244764	8.59512714507476	7.78118913930435	8.21195723494135
RASAL3	-1.240139572652	7.78698559098332	-3.9394342583398	0.00129353097488235	0.0473119461083775	-1.14799197510662	8.23644507800973	8.51542131375318	8.46929974016504	6.93717274219708	7.15550376048149	7.40807091129339
SULT4A1	-1.44031927359675	8.66291116299805	-3.93682787854522	0.00130044676478644	0.0474791942249867	-1.15324110363971	9.0726080792874	9.87712923165261	9.19947508844927	8.03426404730999	7.3692078983738	8.42478263291524
ANPEP	1.44713700821209	7.91320705268677	3.93507260160102	0.00130512532680266	0.0475643066492846	-1.15677623083339	7.34772542784315	7.22757298408536	6.99361723381365	8.63955733194409	9.3101219105411	7.96064742789325
A_33_P3332046	-1.46715013479228	4.75573143897059	-3.93298504336463	0.0013107117637292	0.0476821408769205	-1.16098065564933	5.86354181005792	5.87982103405431	4.72455667498798	4.01292633638268	4.33225857688372	3.72128420145696
LHX2	1.80583546543134	5.75017555956581	3.92977736599409	0.00131934295151497	0.0479101186855698	-1.16744121822583	4.405198936765	5.1337245798037	5.00284996398172	6.16348559765447	7.90681475069179	5.8889795284982
SI	1.53724269301937	5.57786132969427	3.92377898256309	0.00133563813827086	0.0484025613656891	-1.17952307456494	4.94129375194387	4.91718677007612	4.56923942753374	6.30122503918465	7.17515309333151	5.56306989609569
GUCA2B	-1.2433155428944	10.8496206239978	-3.9216420912543	0.00134149232361475	0.0484025613656891	-1.18382733876774	11.7507181120352	11.1859431741155	11.4771739001843	10.3045197567961	10.0908602666693	10.2885085341864
FN1	1.77414264650668	8.81077243832459	3.92145183754039	0.00134201479701799	0.0484025613656891	-1.18421056428118	7.87065335767431	8.29735621798426	7.6030937695552	9.18831958620514	10.9312495552053	8.9739621433234
SPARCL1	1.24666488459866	5.39897997371395	3.92044343562905	0.00134478750576054	0.0484025613656891	-1.186241786208	4.84716714477935	4.79929737546476	4.68047807399974	6.31375901189347	6.0489504696961	5.70422776645026
MEX3B	1.32605225272317	7.40984987950042	3.92042169068281	0.00134484735966456	0.0484025613656891	-1.18628558722041	6.86712282292032	6.42852272624878	6.94482571024741	7.78300329180379	8.55090433660091	7.88472038918131
CR737729	-1.78344812638933	10.4821396148076	-3.91733584584039	0.00135336869368078	0.0486228897873291	-1.1925015177793	10.9643736629831	12.3499157365217	10.8073016345021	9.75768149120587	8.75661847591005	10.256946687723
C20orf118	-1.23212122340815	7.75271926400536	-3.91589971589736	0.0013573530837652	0.0486797266129808	-1.19539442704606	8.5099900959502	8.33269941979824	8.26365011137987	7.27945196957016	7.27820773677911	6.8523162505546
STMN4	-1.38446735906555	9.31039317230361	-3.91040221446762	0.00137271538471393	0.0490862151351342	-1.2064688193108	9.77962537218447	10.4909008870886	9.73735429623611	8.9939261951909	8.12965500167317	8.73089728144844
PRSS23	1.763214594878	11.0360838508116	3.90924656401155	0.00137596707789657	0.0490862151351342	-1.20879687689217	10.3099846801901	9.78704385181536	10.3664011281124	11.3193877937855	13.1604385597641	11.2732470912023
PTGER2	1.68593918284632	8.7832834388552	3.90838290863422	0.00137840226500609	0.0490862151351342	-1.2105367255668	7.93330956978344	7.82454089522393	8.06309107728874	10.409445501555	8.46669159563683	10.0026219936433
ECEL1P2	1.46481811203337	6.01227140854421	3.90753969755973	0.00138078401607892	0.0490862151351342	-1.21223540122011	4.89268902093699	5.06227244572341	5.88462559092217	6.3415326282756	7.32603512468185	6.56647364072523
BTBD17	-1.40193701951622	14.8925831823536	-3.90753417943626	0.00138079961639572	0.0490862151351342	-1.21224651769629	15.5231643096846	15.5347013171795	15.722789449471	14.5166690603373	13.4616736651062	14.5965012923428
XLOC_l2_009639	-1.58349237480946	7.45471116099151	-3.90034072390511	0.00140128875357459	0.0496734664192294	-1.22673845008659	9.00215164197609	7.94977913990937	7.78744126330324	6.44280829757514	7.36625092946239	6.17983569372281
LOC283888	1.3989464292837	10.8123577209867	3.89982359569501	0.00140277349452916	0.0496734664192294	-1.22778028908465	10.0890435562796	10.2080719666319	10.041537996123	11.7651754031054	10.7869958318639	11.9833215719163
lincRNA:chr11:2004771-2007592_F	-1.52067379291505	11.1342763315686	-3.89884628968254	0.00140558381401031	0.0496734664192294	-1.22974924291198	11.9538816698674	11.9626913723242	11.7672666418867	10.8693913297966	9.43134997883605	10.8210769967005
CHRDL1	1.21929646715829	6.21972146710957	3.89831124311464	0.00140712479517533	0.0496734664192294	-1.23082719421321	5.53245132126722	5.8529257720148	5.44484260730924	6.96138722852409	6.82861061478908	6.69811125875296
